	Unnamed: 0	Date	HomeTeam	AwayTeam	FTHG	FTAG	FTR	HTGS	ATGS	HTGC	ATGC	HTP	ATP	HM1	HM2	HM3	HM4	HM5	AM1	AM2	AM3	AM4	AM5	HomeTeamLP	AwayTeamLP	MW	HTFormPtsStr	ATFormPtsStr	HTFormPts	ATFormPts	HTWinStreak3	HTWinStreak5	HTLossStreak3	HTLossStreak5	ATWinStreak3	ATWinStreak5	ATLossStreak3	ATLossStreak5	HTGD	ATGD	DiffPts	DiffFormPts	DiffLP	B365H	B365D	B365A	OddsOutput	IWH	IWD	IWA	LBH	LBD	LBA	WHH	WHD	WHA	Commentary	Season
1103	1103	28/10/2017	Watford	Stoke City	0	1	NH	15	10	17	20	1.5	0.8	L	W	D	W	L	L	L	W	L	L	17	12	10	LWDWL	LLWLL	7	3	0	0	0	0	0	0	0	0	-0.2	-1.0	0.7	0.4	5	2.04	3.6	3.79	HW	2.1	3.4	3.5	2.0	3.4	3.7	2.05	3.5	3.75	Watford ' s defeat in last week ' s thriller at stamford bridge was perhaps harsh on marco silva ' s side but it has done little to dampen their belief that this could be a special season at Watford road . the mood is much more solemn for Stoke City city , sitting just above the relegation zone ; they are yet to win away from home in this campaign . if Watford can match the energy they have displayed so far , the visitor ' s barren run on the road may continue . jack mumford	17/18
1104	1104	28/10/2017	West Brom	Manchester City	2	3	NH	7	32	10	4	1.0	2.5	L	D	D	L	D	W	W	W	W	W	10	3	10	LDDLD	WWWWW	3	15	0	0	0	0	1	1	0	0	-0.3	2.8	-1.5	-1.2	7	11.0	6.5	1.28	HL	11.0	6.0	1.25	13.0	5.8	1.25	12.0	6.5	1.25	West Brom West Brom ' s eight-match winless run , in all competitions , stretches back to august and one expects for it to continue against Manchester City Manchester City . Manchester City Manchester City made nine changes in midweek , against wolves , and will want his key men to return to the West Brom midlands in relentless fashion . tony pulis ' s only hope could be parking the bus but , without craig West Brom and possibly jonny West Brom , that is likely to be a serious challenge . graham searles	17/18
1105	1105	29/10/2017	Brighton	Southampton	1	1	NH	9	8	10	9	1.1	1.2	W	D	L	W	L	W	D	L	L	W	18	8	10	WDLWL	WDLLW	7	7	0	0	0	0	0	0	0	0	-0.1	-0.1	-0.1	0.0	10	3.29	3.2	2.45	HL	2.85	3.3	2.5	3.2	3.0	2.37	3.25	3.2	2.38	the sides came out of league one together as recently as 2011 and are currently sitting in mid-table , which lowers the tariff slightly and may lead to an entertaining game which both will consider winnable . they have met only once before at the amex , Brighton winning 3-0 in the championship , and with seven points from their last four games albion will fancy a repeat . mark tallentire	17/18
1106	1106	29/10/2017	Leicester City	Everton	2	0	H	12	7	14	18	0.9	0.8	W	D	D	L	D	L	D	L	W	L	13	7	10	WDDLD	LDLWL	6	4	0	0	0	0	0	0	0	0	-0.2	-1.1	0.1	0.2	6	2.14	3.39	3.75	HW	2.2	3.35	3.3	2.1	3.3	3.4	2.15	3.4	3.5	two of the three premier league clubs to have sacked their manager this season go head-to-head in the east midlands as claude Leicester City takes charge of Leicester City for the first time and david unsworth seeks the victory that would strengthen his chances of a landing the Everton job permanently . Leicester City seems likely to keep faith with the Leicester City team that ended a six-game winless run with victory at swansea , which means shinji Leicester City will play just off jamie Leicester City . idrissa Everton is back from suspension for Everton . stuart Leicester City	17/18
1107	1107	30/10/2017	Burnley	Newcastle United	1	0	H	8	10	9	8	1.3	1.4	L	D	W	D	D	W	D	D	L	W	16	18	10	LDWDD	WDDLW	6	8	0	0	0	0	0	0	0	0	-0.1	0.2	-0.1	-0.2	-2	2.89	3.2	2.7	HL	2.65	3.3	2.65	2.9	3.0	2.55	2.88	3.1	2.7	sean Burnley marks five years in charge at Burnley hoping for just a second home win of the season , against Newcastle United . so far Burnley ' s side have beaten only crystal palace at Burnley Burnley , and have now slipped below rafa Newcastle United ' s team in the table . Newcastle United will be confident after drawing their last two away matches , and with two conservative defences a draw seems the most likely result on monday . paul wilson	17/18
1108	1108	04/11/2017	Newcastle United	Bournemouth	0	1	NH	10	6	9	14	1.272727273	0.636363636	L	W	D	D	L	L	W	L	D	L	18	9	11	LWDDL	LWLDL	5	4	0	0	0	0	0	0	0	0	0.090909091	-0.727272727	0.636363636	0.090909091	9	2.0	3.5	4.2	HW	1.9	3.5	4.1	1.95	3.4	3.9	2.0	3.4	4.0	"as amanda staveley ' s proposed takeover inches closer , Newcastle United fans dream of champions league nights . meanwhile their team could do with beating Bournemouth . with games against huddersfield , swansea and burnley on the horizon , simon Bournemouth , eddie Bournemouth ' s captain , has described november as "" a make or break month "" . the bad news for Bournemouth is that premier league saturday matches at home suit rafael Newcastle United , he has won his last 31 such fixtures , the most recent five during his Newcastle United tenure . louise taylor"	17/18
1109	1109	04/11/2017	Southampton	Burnley	0	1	NH	9	9	10	9	1.181818182	1.454545455	D	W	D	L	L	W	L	D	W	D	8	16	11	DWDLL	WLDWD	5	8	0	0	0	0	0	0	0	0	-0.090909091	0.0	-0.272727273	-0.272727273	-8	1.66	3.75	6.5	HW	1.75	3.6	4.8	1.61	3.5	6.0	1.67	3.5	6.5	Burnley have lost just once on their travels this season and will go level on points with chelsea and arsenal if they win at st mary ' s . that might be easier said than done , with speculation growing that sean Burnley is set to depart for everton . chris Southampton faces a late fitness test on his hamstring , while steven Burnley should be available . for the hosts , charlie Southampton has recovered from a knock but mario Southampton is out until after the international break . mauricio pellegrino ' s side have lacked consistency , but could stretch their unbeaten run to four games if the visitors prove to be distracted . niall mcveigh	17/18
1110	1110	04/11/2017	Stoke City	Leicester City	2	2	NH	11	14	20	14	1.0	1.090909091	W	L	L	W	L	W	W	D	D	L	12	13	11	WLLWL	WWDDL	6	8	0	0	0	0	0	0	0	0	-0.818181818	0.0	-0.090909091	-0.181818182	-1	2.7	3.29	2.87	HW	2.4	3.3	2.95	2.62	3.2	2.65	2.7	3.2	2.8	claude Leicester City ' s tenure as southampton manager ended with a home defeat by Stoke City city and now he will attempt to avenge that and extend his positive start with Leicester City city . it will be interesting to see whether he changes the lineup that defeated everton last sunday . Stoke City also go into the game in high spirits and hope to achieve back-to-back league wins for the first time this season . paul doyle	17/18
1111	1111	04/11/2017	Swansea City	Brighton	0	1	NH	7	10	12	11	0.727272727	1.090909091	L	L	W	L	L	D	W	D	L	W	15	18	11	LLWLL	DWDLW	3	8	0	0	0	0	0	0	0	0	-0.454545455	-0.090909091	-0.363636364	-0.454545455	-3	2.39	3.2	3.39	HW	2.2	3.35	3.3	2.35	3.0	3.2	2.4	3.1	3.3	this feels like a must-win game for Swansea City who are outside the relegation zone only on goal difference and have lost four of their five home league games this season . they will be missing renato sanches , martin Swansea City and leon Swansea City but wilfried bony has a chance of making the bench . Brighton , who look more comfortable in the premier league after a run that has gleaned eight points from their past five matches , promise to be awkward opponents . stuart Swansea City	17/18
1112	1112	04/11/2017	West Ham United	Liverpool	1	4	NH	10	17	19	16	0.818181818	1.454545455	D	L	D	W	L	W	L	D	D	W	11	4	11	DLDWL	WLDDW	5	8	0	0	0	0	0	0	0	0	-0.818181818	0.090909091	-0.636363636	-0.272727273	7	5.25	4.33	1.66	HL	4.8	3.6	1.75	5.2	4.0	1.61	5.0	4.2	1.67	a fortnight on from that thumping by tottenham , Liverpool have a spring in their step again after successive 3-0 home wins over huddersfield and maribor . they won 4-0 at the london stadium last season and will back themselves to overcome the absence of philippe Liverpool against a West Ham United West Ham United side who have been hit by an injury crisis in defence . slaven bilic ' s strugglers are without james West Ham United , jose West Ham United and sam West Ham United , while pablo West Ham United is suspended . jacob steinberg	17/18
1113	1113	05/11/2017	Chelsea	Manchester United	1	0	H	18	23	10	4	1.727272727	2.090909091	W	W	L	L	W	W	L	D	W	W	1	6	11	WWLLW	WLDWW	9	10	0	0	0	0	0	0	0	0	0.727272727	1.727272727	-0.363636364	-0.090909091	-5	2.5	3.2	3.2	HW	2.5	3.1	3.0	2.45	3.1	3.0	2.5	3.2	3.1	it will be fascinating to see whether jose Manchester United arrives back at Chelsea Chelsea with caution on his mind given Chelsea ' s defeat in rome in midweek suggested the champions are there for the taking . antonio Chelsea , stung personally by that embarrassment , has conducted his own debrief and will expect a response from his side , but so much hinges on how n ' golo kante trains on saturday and whether he declares himself fit to feature . the return of nemanja Chelsea and , to a lesser extent , Manchester United Manchester United add another layer of intrigue to a potentially combustible occasion . dominic fifield	17/18
1114	1114	05/11/2017	Everton	Watford	3	2	H	7	15	20	18	0.727272727	1.363636364	L	L	D	L	W	L	L	W	D	W	7	17	11	LLDLW	LLWDW	4	7	0	0	0	0	0	0	0	0	-1.181818182	-0.272727273	-0.636363636	-0.272727273	-10	2.2	3.39	3.6	HW	2.1	3.4	3.5	2.15	3.25	3.4	2.15	3.3	3.6	Everton are in free-fall before what could be david unsworth ' s final game as caretaker manager . ten defeats in 14 matches embarrass an expensive squad and those who assembled it , and fear will deepen around Everton park should marco silva ' s Watford inflict an 11th . unsworth has suffered three defeats in three difficult away fixtures with a hectic schedule disrupting his search for a settled side . Everton will be firmly behind the club ' s popular former defender but the unknown is whether Everton ' s highly-paid , experienced players will finally take responsibility for the slide . andy hunter	17/18
1115	1115	05/11/2017	Manchester City	Arsenal	3	1	H	35	19	6	13	2.545454545	1.727272727	W	W	W	W	W	W	W	L	W	W	3	5	11	WWWWW	WWLWW	15	12	1	1	0	0	0	0	0	0	2.636363636	0.545454546	0.818181818	0.272727273	-2	1.39	5.5	7.5	HW	1.55	4.5	5.3	1.4	4.8	6.5	1.44	4.8	7.0	how Arsenal would love to follow being the last team to defeat Manchester City Manchester City ( in april ' s fa cup semi-final ) by being the first this season . Manchester City , though , are flying with the manager particularly content with the goal tally - 49 in all competitions - and the mental strength of his players . Arsenal are nine points behind and if they wish to be in the title race they need to win at the Manchester City stadium . jamie jackson	17/18
1116	1116	05/11/2017	Tottenham Hotspur	Crystal Palace	1	0	H	19	4	7	21	1.818181818	0.363636364	L	W	W	W	W	D	L	W	L	L	2	14	11	LWWWW	DLWLL	12	4	1	0	0	0	0	0	0	0	1.090909091	-1.545454545	1.454545455	0.727272727	-12	1.28	6.0	12.0	HW	1.27	6.0	10.0	1.28	5.5	11.0	1.29	5.5	12.0	it doesn ' t get any easier for roy Crystal Palace and Crystal Palace Crystal Palace . his schedule since taking over from frank de boer has seen meetings with the manchester clubs and chelsea , and now he runs into a Tottenham Hotspur team flying after their midweek champions league triumph against real madrid . Crystal Palace will take inspiration from the way that Crystal Palace upset the odds to beat chelsea while Tottenham Hotspur will be wary of wilfried Crystal Palace , a player they would love to sign . david hytner	17/18
1117	1117	18/11/2017	Arsenal	Tottenham Hotspur	2	0	H	20	20	16	7	1.583333333	1.916666667	L	W	W	L	W	W	L	W	W	W	5	2	12	LWWLW	WLWWW	9	12	0	0	0	0	1	0	0	0	0.333333333	1.083333333	-0.333333333	-0.25	3	2.5	3.6	2.89	HW	2.5	3.5	2.7	2.35	3.5	2.8	2.5	3.5	2.8	Tottenham Hotspur will make the short trip to the Arsenal more confident than ever of showing they are the dominant force in north london . Tottenham Hotspur have the x-factor in harry Tottenham Hotspur who has never failed to score against Arsenal in the league . arsene Arsenal , who boasts 10 consecutive league wins at home , needs to come up with a plan to stop the striker , who is rested after missing england duty . graham searles	17/18
1118	1118	18/11/2017	Burnley	Swansea City	2	0	H	10	7	9	13	1.583333333	0.666666667	W	W	L	D	W	L	L	L	W	L	16	15	12	WWLDW	LLLWL	10	3	0	0	0	0	0	0	0	0	0.083333333	-0.5	0.916666667	0.583333333	1	2.14	3.2	4.0	HW	1.9	3.3	4.4	2.1	3.1	3.9	2.1	3.2	4.0	only manchester city have managed to beat Burnley in their past nine league games , a run of results that has taken the Burnley to within goal difference of the top six . that sort of form has brought sean Burnley to the nation ' s attention and ought to be enough to see off struggling Swansea City , though the welsh side have to be looking to take points from Burnley and should have renato sanches and wilfried bony back after injury . paul wilson	17/18
1119	1119	18/11/2017	Crystal Palace	Everton	2	2	NH	4	10	22	22	0.333333333	0.916666667	L	D	L	W	L	W	L	L	D	L	14	7	12	LDLWL	WLLDL	4	4	0	0	0	0	0	0	0	0	-1.5	-1.0	-0.583333333	0.0	7	2.39	3.25	3.29	HW	2.6	3.25	2.75	2.3	3.1	3.2	2.4	3.2	3.2	these sides ' miserable starts cost them managers . Everton still wait to make a permanent appointment but they are in better shape now than a few weeks ago and ended an eight-match winless run just before the international break . they have also reintegrated morgan Everton and kevin Everton to the squad . Crystal Palace Crystal Palace ' s points tally for the season has been gleaned from their last two home fixtures , while christian Crystal Palace is fit again . both teams will consider this an opportunity to maintain their recovery . dominic fifield	17/18
1120	1120	18/11/2017	Leicester City	Manchester City	0	2	NH	16	38	16	7	1.083333333	2.583333333	D	W	W	D	D	W	W	W	W	W	13	3	12	DWWDD	WWWWW	9	15	0	0	0	0	1	1	0	0	0.0	2.583333333	-1.5	-0.5	10	9.5	5.75	1.33	HL	8.0	5.3	1.35	8.5	5.2	1.33	9.5	5.0	1.35	what chance a repeat of last season ? Leicester City beat Manchester City Manchester City 4-2 on that occasion , with jamie Leicester City scoring a hat-trick as Manchester City Manchester City ' s side somewhat naively played into the hands of the then premier league champions . now Manchester City are an entirely different proposition and it is hard to see how anyone can stop a team that is unbeaten in 23 matches and scoring goals at a ridiculous rate . Manchester City will , however , have to make do without the suspended key defender nicolas Manchester City at the Leicester City Leicester City stadium . stuart Leicester City	17/18
1121	1121	18/11/2017	Liverpool	Southampton	3	0	H	21	9	17	11	1.583333333	1.083333333	W	W	L	D	D	L	D	W	D	L	4	8	12	WWLDD	LDWDL	8	5	0	0	0	0	0	0	0	0	0.333333333	-0.166666667	0.5	0.25	-4	1.39	5.0	9.0	HW	1.45	4.4	7.2	1.4	4.6	8.0	1.4	4.8	8.5	"jurgen Liverpool has not beaten Southampton in four league meetings but , after three straight wins in all competitions and with his squad nearing full fitness , he said : "" now is a good moment to strike back. "" adam Liverpool , who is yet to make an appearance this season , is unlikely to feature against his old club but sadio mane could play after a hamstring scare . mauricio pellegrino , who played 13 times for Liverpool in 2005 , has maintained Southampton ' s defensive discipline , since replacing claude puel , but scoring has been a struggle . his team have conceded and scored only three goals away from home this term . andy hunter"	17/18
1122	1122	18/11/2017	Manchester United	Newcastle United	4	1	H	23	10	5	10	1.916666667	1.166666667	L	W	L	D	W	L	L	W	D	D	6	18	12	LWLDW	LLWDD	7	5	0	0	0	0	0	0	0	0	1.5	0.0	0.75	0.166666667	-12	1.28	5.75	13.0	HW	1.27	5.8	10.5	1.28	5.2	13.0	1.3	5.0	13.0	after 11 matches Manchester United Manchester United trail the leaders , Manchester United city , by eight points and are already playing catch-up . their last outing was the defeat at chelsea and , given how shrewd rafael Newcastle United is , Newcastle United Manchester United may provide a real test at old Manchester United . but paul Manchester United , zlatan Manchester United and marcos Manchester United are all back in the match-day squad to give Manchester United a considerable boost and if they are to genuinely challenge for the title , jose Manchester United ' s side really have to win . jamie jackson	17/18
1123	1123	18/11/2017	West Brom	Chelsea	0	4	NH	9	19	14	10	0.833333333	1.833333333	L	L	L	D	D	W	W	W	L	L	10	1	12	LLLDD	WWWLL	2	9	0	0	0	0	0	0	0	0	-0.416666667	0.75	-1.0	-0.583333333	9	6.5	4.0	1.61	HL	6.2	4.0	1.55	6.0	3.75	1.53	6.5	3.75	1.62	tony pulis will have welcomed the international break to give him time to mastermind an upturn in form but , with the champions in town , one wonders whether the welshman needed longer to prepare . antonio Chelsea has fond memories of the West Brom after Chelsea secured the title there last season and the italian will be demanding another win to stay in touch with manchester city . graham searles	17/18
